botid #,date mmddyy,press dbar,temp ITS-90,csal PSS-78,coxy umol/kg,ph,phos umol/kg,nit umol/kg,doc umol/kg,hbact #*1e5/ml,pbact #*1e5/ml,sbact #*1e5/ml,no2 nmol/kg, 
2190200124,30910,5.5,23.0629,35.2514,214.1,-9,0.1,0.03,-9,-9,-9,-9,-9,
2190200123,30910,59.6,23.067,35.2506,214.6,-9,0.11,0.06,-9,-9,-9,-9,-9,
2190200122,30910,90.7,21.7697,35.1897,213.4,-9,0.12,0.08,-9,-9,-9,-9,-9,
2190200121,30910,119.4,20.7957,35.1666,208.5,-9,0.15,0.5,-9,-9,-9,-9,-9,
2190200120,30910,153.6,20.1517,35.2192,204.6,-9,0.15,1.15,-9,-9,-9,-9,-9,
2190200119,30910,231.4,16.3243,34.6606,193.6,7.899,0.41,5.26,51.03,-9,-9,-9,-9,
2190200118,30910,306.1,11.9711,34.2148,199.8,-9,0.86,12,-9,-9,-9,-9,-9,
2190200117,30910,321,11.4653,34.1869,199.7,-9,0.94,13.13,-9,-9,-9,-9,-9,
2190200116,30910,357.7,10.4012,34.1387,194.2,7.748,1.13,15.95,48.18,-9,-9,-9,-9,
2190200115,30910,423.2,8.7239,34.0818,158.9,-9,1.61,22.68,-9,-9,-9,-9,-9,
2190200114,30910,494.1,7.2935,34.0643,113.3,7.515,2.11,29.34,42.89,-9,-9,-9,-9,
2190200224,30910,5.3,23.0785,35.2521,215,-9,0.09,0.04,-9,-9,-9,-9,-9,
2190200223,30910,492,7.4874,34.0684,119.1,-9,2.03,28.04,-9,-9,-9,-9,-9,
2190200323,31010,5.7,23.1625,35.2514,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200322,31010,5.8,23.1626,35.2514,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200321,31010,25.1,23.1604,35.2504,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200320,31010,25.3,23.1604,35.2502,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200319,31010,45.1,23.1364,35.2452,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200318,31010,45.1,23.141,35.2459,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200317,31010,51,23.1608,35.2488,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200316,31010,80.7,22.9546,35.2553,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200315,31010,80.1,22.9705,35.2522,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200314,31010,93.4,21.5728,35.18,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200313,31010,93.3,21.5875,35.18,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200312,31010,128.6,20.4674,35.1726,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200311,31010,128.6,20.4748,35.1746,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200310,31010,155.5,19.9279,35.2054,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200309,31010,179.1,19.2195,35.0986,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200308,31010,206.8,18.1119,34.914,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200307,31010,205.2,18.14,34.9184,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200306,31010,256.4,14.6672,34.4386,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200305,31010,354.3,10.1713,34.1289,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200304,31010,353.8,10.1792,34.1296,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200303,31010,474.8,7.4252,34.067,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200424,31010,5,23.1277,35.248,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200423,31010,4.9,23.1283,35.248,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200422,31010,14.5,23.136,35.2478,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200421,31010,25.3,23.1372,35.2477,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200420,31010,46.1,23.1409,35.2473,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200419,31010,46.1,23.1413,35.247,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200418,31010,46.3,23.1414,35.247,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200417,31010,74.8,23.1247,35.2447,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200416,31010,75.5,23.1242,35.2447,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200415,31010,75.5,23.1253,35.2447,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200414,31010,105.1,21.3684,35.1911,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200413,31010,104.8,21.3801,35.1885,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200412,31010,125.7,20.6553,35.1717,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200411,31010,126.2,20.6409,35.1682,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200410,31010,126.7,20.6235,35.1654,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200409,31010,149.4,20.1248,35.2127,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200408,31010,170.6,19.2371,35.1083,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200407,31010,199.3,17.8987,34.8808,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200406,31010,199.3,17.8286,34.8693,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200405,31010,253.1,13.8749,34.364,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200404,31010,349.3,10.096,34.126,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200403,31010,349.6,10.0863,34.1237,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200402,31010,498.6,7.1651,34.0658,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200523,31010,4.8,23.3394,35.2732,213.4,-9,-9,-9,-9,-9,-9,-9,-9,
2190200522,31010,4.7,23.3406,35.2732,213.5,8.069,0.09,0.05,73.98,3.75,2.003,0.012,-9,
2190200521,31010,15.6,23.3373,35.2732,213.5,-9,0.09,0.04,71.87,-9,-9,-9,-9,
2190200520,31010,25.5,23.3391,35.2731,213.4,-9,-9,-9,-9,-9,-9,-9,-9,
2190200519,31010,25.5,23.3389,35.2731,213.4,8.068,0.09,0.05,73.99,3.829,1.989,0.012,-9,
2190200518,31010,36.1,23.3381,35.273,213.3,-9,0.09,0.04,75.47,-9,-9,-9,-9,
2190200517,31010,45.6,23.3361,35.2728,213.8,8.064,0.09,0.04,74.56,3.875,1.914,0.012,-9,
2190200516,31010,59.9,23.2012,35.2685,213.9,-9,0.1,0.05,75.14,-9,-9,-9,-9,
2190200515,31010,75.3,23.0755,35.2563,214.1,8.06,0.1,0.06,74.12,3.323,1.878,0.01,-9,
2190200514,31010,85.5,23.0472,35.2521,214.5,-9,-9,-9,-9,-9,-9,-9,-9,
2190200513,31010,91.6,23.0411,35.2509,214.7,-9,-9,-9,-9,-9,-9,-9,-9,
2190200512,31010,101.3,22.4149,35.2323,214,8.037,0.1,0.04,69.68,3.408,1.457,0.006,-9,
2190200511,31010,109.4,22.0905,35.296,209.9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200510,31010,114.6,21.5336,35.2608,208.9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200509,31010,125.4,20.8669,35.2421,203.1,-9,0.14,1,62.63,2.727,0.273,0,-9,
2190200508,31010,131.3,20.6883,35.2286,201.5,-9,-9,-9,-9,-9,-9,-9,-9,
2190200507,31010,150.8,19.9992,35.2053,199.4,7.978,0.16,1.55,59.76,2.27,0.083,0,-9,
2190200506,31010,165.6,19.523,35.1442,198.1,-9,-9,-9,-9,-9,-9,-9,-9,
2190200505,31010,172.8,19.2754,35.1186,198.1,-9,0.2,2.26,55.51,2.004,0.021,0,-9,
2190200504,31010,200.6,17.6208,34.8482,194,-9,0.32,3.95,53.22,-9,-9,-9,-9,
2190200623,31010,4.3,23.4007,35.2712,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200622,31010,4.4,23.4011,35.2711,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200621,31010,4.3,23.4013,35.271,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200620,31010,15.5,23.4009,35.2709,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200619,31010,25.4,23.4023,35.2709,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200618,31010,41.7,23.3754,35.2707,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200617,31010,50,23.3713,35.2709,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200616,31010,61.4,23.2926,35.2703,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200615,31010,74.5,23.1649,35.2643,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200614,31010,74.2,23.1688,35.2642,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200613,31010,84.1,23.1219,35.2588,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200612,31010,100.9,22.9153,35.2659,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200611,31010,125,21.6001,35.2715,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200610,31010,150.5,20.4765,35.2426,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200609,31010,175.9,19.6239,35.1544,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200608,31010,200.5,18.0467,34.9179,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200607,31010,250.2,15.195,34.5095,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200606,31010,301.1,12.5194,34.2335,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200605,31010,350.6,10.7362,34.1521,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200722,31110,4.7,23.436,35.2726,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200721,31110,4.9,23.4357,35.2725,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200720,31110,24.9,23.4208,35.2726,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200719,31110,25,23.4205,35.2725,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200718,31110,45.5,23.3872,35.2721,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200717,31110,45.5,23.3875,35.272,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200716,31110,59.7,23.3542,35.2724,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200715,31110,74.9,23.2517,35.2687,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200714,31110,74.9,23.2522,35.269,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200713,31110,86.5,23.1688,35.2648,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200712,31110,100.4,23.1052,35.2584,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200711,31110,100.3,23.1057,35.2581,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200710,31110,113.5,22.3607,35.2347,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200709,31110,124.8,21.7852,35.2182,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200708,31110,124.9,21.7844,35.2183,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200707,31110,133.7,21.5658,35.2323,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200706,31110,152.2,20.7959,35.2345,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200705,31110,152.1,20.7986,35.2349,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200704,31110,175.5,19.9478,35.1594,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200703,31110,175.4,19.9496,35.1589,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200822,31110,4.1,23.4823,35.2745,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200821,31110,24.4,23.4914,35.2744,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200820,31110,24.3,23.4877,35.2741,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200819,31110,24.4,23.4722,35.2737,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200818,31110,24.3,23.4739,35.2735,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200817,31110,24.2,23.4742,35.2736,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200816,31110,24.2,23.474,35.2737,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200815,31110,43.5,23.4488,35.2728,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200814,31110,43.4,23.4641,35.2735,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200813,31110,43.6,23.4653,35.2734,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200812,31110,43.8,23.465,35.2736,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200811,31110,43.9,23.4557,35.2729,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200810,31110,44,23.4423,35.2731,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200809,31110,73.9,23.2358,35.2879,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200808,31110,100,22.413,35.3557,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200807,31110,124.9,20.9696,35.1943,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200806,31110,124.9,20.9694,35.1943,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200805,31110,148.8,20.5284,35.2315,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200804,31110,175.9,19.6028,35.1535,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200803,31110,200.1,18.4756,34.9901,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200924,31110,5.1,23.4446,35.2754,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200923,31110,15.2,23.4514,35.2753,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200922,31110,25.1,23.4493,35.2746,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200921,31110,35.3,23.4266,35.2743,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200920,31110,35.2,23.4261,35.274,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200919,31110,43.6,23.3164,35.2734,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200918,31110,60.4,23.2212,35.2827,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200917,31110,74.2,23.2258,35.2894,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200916,31110,74.1,23.2259,35.2894,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200915,31110,73.9,23.2259,35.2892,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200914,31110,74,23.2252,35.289,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200913,31110,74,23.2235,35.2891,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200912,31110,74.1,23.2224,35.2888,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200911,31110,99.9,22.0336,35.3035,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200910,31110,124.1,21.067,35.2074,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200909,31110,124.1,21.066,35.2078,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200908,31110,124.4,21.0652,35.207,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200907,31110,124.4,21.0695,35.2076,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200906,31110,124.2,21.0744,35.2081,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200905,31110,124.2,21.0807,35.2083,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200904,31110,150.5,20.5203,35.2468,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190200903,31110,175.9,19.3966,35.1343,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201024,31110,4.2,23.4504,35.2627,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201023,31110,4.4,23.4505,35.2626,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201022,31110,24.7,23.461,35.2625,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201021,31110,24.6,23.4609,35.2622,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201020,31110,44.8,23.464,35.2619,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201019,31110,73.5,23.2585,35.2882,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201018,31110,99.4,22.9279,35.3235,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201017,31110,124.3,21.4953,35.3045,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201016,31110,150.8,20.3129,35.249,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201015,31110,176.1,19.6724,35.1618,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201014,31110,209.1,18.3679,34.9722,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201013,31110,208,18.4013,34.9766,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201012,31110,206.9,18.4276,34.9805,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201011,31110,205.6,18.4448,34.9839,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201010,31110,204.5,18.5133,34.9952,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201009,31110,300.9,12.3921,34.2293,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201008,31110,406.1,9.3822,34.0991,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201007,31110,498,7.0089,34.0629,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201006,31110,499,6.9996,34.0629,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201124,31110,4,23.4261,35.2501,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201123,31110,3.9,23.4248,35.2503,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201122,31110,4.1,23.4232,35.2506,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201121,31110,4.2,23.425,35.2503,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201120,31110,4,23.4281,35.2502,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201119,31110,4.1,23.431,35.2504,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201118,31110,4,23.4308,35.2502,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201117,31110,4.1,23.43,35.2502,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201116,31110,4,23.429,35.2499,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201115,31110,4,23.4275,35.2501,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201114,31110,4,23.4301,35.2498,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201113,31110,4.1,23.436,35.2497,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201112,31110,4.2,23.4307,35.2497,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201111,31110,4.1,23.4301,35.2496,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201110,31110,4.1,23.4288,35.2497,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201109,31110,4.1,23.4294,35.2497,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201108,31110,4,23.4362,35.2499,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201107,31110,3.9,23.437,35.2496,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201219,31110,4.9,23.4025,35.2523,212.8,-9,-9,-9,-9,-9,-9,-9,-9,
2190201218,31110,15.2,23.4102,35.2522,212.8,-9,-9,-9,-9,-9,-9,-9,-9,
2190201217,31110,44.4,23.4149,35.2539,212.7,-9,-9,-9,-9,-9,-9,-9,-9,
2190201216,31110,74.5,23.2563,35.2863,213.2,-9,-9,-9,-9,-9,-9,-9,-9,
2190201215,31110,124.4,22.1293,35.3813,207.7,-9,-9,-9,-9,-9,-9,-9,-9,
2190201214,31110,319.2,11.5393,34.1863,200.4,-9,-9,-9,-9,-9,-9,-9,-9,
2190201324,31110,73.7,23.4604,35.2459,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201323,31110,74,23.4605,35.246,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201322,31110,73.9,23.4604,35.2459,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201321,31110,73.6,23.4601,35.246,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201320,31110,73.6,23.46,35.246,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201319,31110,73.4,23.4599,35.2459,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201318,31110,73.5,23.46,35.246,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201317,31110,73.2,23.4604,35.246,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201316,31110,73.2,23.4602,35.2458,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201315,31110,73.2,23.4603,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201314,31110,72.9,23.4606,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201313,31110,72.8,23.4604,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201312,31110,72.9,23.4603,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201311,31110,72.5,23.4606,35.2458,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201310,31110,72.9,23.4609,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201309,31110,73.1,23.4611,35.2456,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201308,31110,73,23.4612,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201307,31110,72.8,23.4614,35.2458,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201306,31110,72.9,23.4612,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201305,31110,73,23.461,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201304,31110,73.1,23.461,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201303,31110,73.3,23.4608,35.2456,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201302,31110,73.4,23.4608,35.2456,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201301,31110,73.4,23.4607,35.2457,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201418,31110,6.8,23.4771,35.2442,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201417,31110,6.9,23.4768,35.2443,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201416,31110,6.8,23.4772,35.2443,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201415,31110,6.8,23.4735,35.2443,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201414,31110,6.9,23.4725,35.2445,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201413,31110,6.8,23.4743,35.2444,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201412,31110,6.8,23.475,35.2442,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201411,31110,6.8,23.4754,35.2444,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201410,31110,6.8,23.4775,35.2443,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201409,31110,6.7,23.4799,35.2445,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201408,31110,6.7,23.4829,35.2446,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201407,31110,6.6,23.486,35.2447,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201406,31110,6.6,23.4868,35.2446,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201405,31110,6.7,23.4871,35.2447,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201404,31110,6.7,23.4878,35.2446,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201403,31110,6.5,23.4896,35.2447,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201402,31110,6.4,23.4902,35.2446,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201401,31110,6.3,23.4909,35.2448,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201523,31210,5.2,23.4971,35.2412,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201522,31210,24.3,23.48,35.2402,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201521,31210,44.7,23.4563,35.2385,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201520,31210,74.3,23.4548,35.2379,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201519,31210,99.5,23.0062,35.2965,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201518,31210,125.8,21.8161,35.2868,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201517,31210,153.4,20.8307,35.2838,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201516,31210,179,19.7697,35.1974,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201515,31210,497.2,7.0071,34.0764,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201514,31210,497.7,6.9909,34.0759,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201513,31210,497.9,6.97,34.0761,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201512,31210,498.2,6.95,34.0773,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2190201511,31210,498.3,6.944,34.0773,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200115,40610,25.1,23.2224,35.2711,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200114,40610,25.2,23.2221,35.271,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200113,40610,25.3,23.2219,35.2711,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200112,40610,25.2,23.2218,35.2711,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200111,40610,25.2,23.2216,35.2711,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200110,40610,45.1,23.2234,35.2737,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200109,40610,45.2,23.2233,35.2738,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200108,40610,45.5,23.2232,35.2739,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200107,40610,45.7,23.2232,35.2741,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200106,40610,45.4,23.2234,35.2743,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200105,40610,74.7,22.9745,35.3362,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200104,40610,74.7,22.9742,35.3361,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200103,40610,74.7,22.9743,35.3361,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200102,40610,74.6,22.9749,35.3361,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200101,40610,74.8,22.976,35.3359,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200220,40610,4.7,23.2086,35.2721,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200219,40610,4.7,23.2084,35.2721,-9,-9,-9,-9,-9,3.281,1.643,0.017,-9,
2200200218,40610,4.7,23.208,35.2721,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200217,40610,25.3,23.214,35.2719,-9,-9,-9,-9,-9,-9,-9,-9,-9,
2200200216,40610,25.3,23.2146,35.272,-9,-9,-9,-9,-9,3.85,1.672,0.017,-9,
2200200215,40610,25.2,23.2155,35.2723,-9,-9,-9,-9,-9,-9,-9,-9,-9,
